team,unit_type,position,depth,jersey,player
California Golden Bears,Defense,SS,1,14,Manutai
California Golden Bears,Defense,FS,1,2,Polidore Jr.
California Golden Bears,Defense,RCB,1,4,Austin
California Golden Bears,Defense,NB,1,20,Sidney
California Golden Bears,Special Teams,PT,1,9,Kern
California Golden Bears,Special Teams,PK,1,91,Meyer
California Golden Bears,Special Teams,KO,1,26,Luckhurst
California Golden Bears,Special Teams,LS,1,39,Monteforte
California Golden Bears,Special Teams,H,1,40,Honoré Jr.
California Golden Bears,Special Teams,PR,1,21,De Jesus
California Golden Bears,Special Teams,KR,1,21,De Jesus
Central Florida Knights,Offense,WR-X,1,3,Burke
Central Florida Knights,Offense,WR-Z,1,9,Black
Central Florida Knights,Offense,WR-SL,1,7,Thomas Jr.
Central Florida Knights,Offense,LT,1,69,Rubelt
Central Florida Knights,Offense,LG,1,64,Memmelaar
Central Florida Knights,Offense,C,1,52,Miller
Central Florida Knights,Offense,RG,1,77,Smith
Central Florida Knights,Offense,RT,1,78,Cushman
Central Florida Knights,Offense,TE,1,0,Wade
Central Florida Knights,Offense,QB,1,2,Jackson
Central Florida Knights,Offense,RB,1,22,Montgomery
Central Florida Knights,Defense,LDE,1,51,Lawrence
Central Florida Knights,Defense,NT,1,55,Walker
Central Florida Knights,Defense,DT,1,95,Jackson Jr.
Central Florida Knights,Defense,RDE,1,9,Kelly
Central Florida Knights,Defense,WLB,1,20,Carter
Central Florida Knights,Defense,MLB,1,0,Lawson
Central Florida Knights,Defense,LCB,1,7,Jackson
Central Florida Knights,Defense,SS,1,23,Williams
Central Florida Knights,Defense,FS,1,2,Dunnam
Central Florida Knights,Defense,RCB,1,29,Bellamy
Central Florida Knights,Defense,NB,1,4,Marshall
Central Florida Knights,Special Teams,PT,1,40,Venneri
Central Florida Knights,Special Teams,PK,1,16,Ruelas
Central Florida Knights,Special Teams,KO,1,16,Ruelas
Central Florida Knights,Special Teams,LS,1,47,Riggs
Central Florida Knights,Special Teams,H,1,40,Venneri
Central Florida Knights,Special Teams,PR,1,7,Jackson
Central Florida Knights,Special Teams,KR,1,5,Nixon
Central Michigan Chippewas,Offense,WR-X,1,19,McIntosh
Central Michigan Chippewas,Offense,WR-Z,1,20,Lewis
Central Michigan Chippewas,Offense,WR-SL,1,3,Davis
Central Michigan Chippewas,Offense,LT,1,70,Russell
Central Michigan Chippewas,Offense,LG,1,73,Smith
Central Michigan Chippewas,Offense,C,1,55,Blum
Central Michigan Chippewas,Offense,RG,1,59,Ploucha
Central Michigan Chippewas,Offense,RT,1,76,Koivisto
Central Michigan Chippewas,Offense,TE,1,8,Temple
Central Michigan Chippewas,Offense,QB,1,2,Labas
Central Michigan Chippewas,Offense,RB,1,5,Biggins
Central Michigan Chippewas,Offense,FB,1,41,VanWetzinga IV
Central Michigan Chippewas,Defense,LDE,1,93,Bennett
Central Michigan Chippewas,Defense,NT,1,98,Decker
Central Michigan Chippewas,Defense,RDE,1,97,Heldman
Central Michigan Chippewas,Defense,LOLB,1,56,Demma
Central Michigan Chippewas,Defense,WLB,1,40,Brown
Central Michigan Chippewas,Defense,MLB,1,12,Kwiatkowski
Central Michigan Chippewas,Defense,ROLB,1,1,Cochran
Central Michigan Chippewas,Defense,LCB,1,3,Deasfernandes
Central Michigan Chippewas,Defense,SS,1,15,Spann
Central Michigan Chippewas,Defense,FS,1,2,Rikard
Central Michigan Chippewas,Defense,RCB,1,6,Carroll
Central Michigan Chippewas,Defense,NB,1,4,Jackson
Central Michigan Chippewas,Special Teams,PT,1,18,Duley
Central Michigan Chippewas,Special Teams,PK,1,47,Graham
Central Michigan Chippewas,Special Teams,KO,1,47,Graham
Central Michigan Chippewas,Special Teams,LS,1,30,Pratt
Central Michigan Chippewas,Special Teams,H,1,18,Duley
Central Michigan Chippewas,Special Teams,PR,1,15,Spann
Central Michigan Chippewas,Special Teams,KR,1,5,Biggins
Charlotte 49ers,Offense,WR-X,1,8,Brown
Charlotte 49ers,Offense,WR-Z,1,7,Mason
Charlotte 49ers,Offense,WR-SL,1,5,Nicholas
Charlotte 49ers,Offense,LT,1,68,Ramil
Charlotte 49ers,Offense,LG,1,55,Clipper Jr.
Charlotte 49ers,Offense,C,1,70,Shirley
Charlotte 49ers,Offense,RG,1,57,Bowers
Charlotte 49ers,Offense,RT,1,75,Fernandez
Charlotte 49ers,Offense,TE,1,17,McGee
Charlotte 49ers,Offense,QB,1,12,Loftis
Charlotte 49ers,Offense,RB,1,6,Gainey Jr.
Charlotte 49ers,Defense,LDE,1,44,Mullen
Charlotte 49ers,Defense,LDT,1,18,Shockley
Charlotte 49ers,Defense,RDT,1,58,Miles
Charlotte 49ers,Defense,RDE,1,24,Johnson
Charlotte 49ers,Defense,WLB,1,19,Schmitz
Charlotte 49ers,Defense,MLB,1,35,Taylor
Charlotte 49ers,Defense,LCB,1,11,Bootle II
Charlotte 49ers,Defense,SS,1,6,Conley
Charlotte 49ers,Defense,FS,1,9,Grant
Charlotte 49ers,Defense,RCB,1,12,Clinkscales Jr.
Charlotte 49ers,Defense,NB,1,2,McGee
Charlotte 49ers,Special Teams,PT,1,95,Long
Charlotte 49ers,Special Teams,PK,1,37,Boyd
Charlotte 49ers,Special Teams,KO,1,37,Boyd
Charlotte 49ers,Special Teams,LS,1,39,Garfield
Charlotte 49ers,Special Teams,H,1,95,Long
Charlotte 49ers,Special Teams,PR,1,5,Nicholas
Charlotte 49ers,Special Teams,KR,1,89,Eley
Cincinnati Bearcats,Offense,WR-X,1,9,Caldwell
Cincinnati Bearcats,Offense,WR-Z,1,10,Goodie
Cincinnati Bearcats,Offense,WR-SL,1,4,Allen
Cincinnati Bearcats,Offense,LT,1,74,Cotton
Cincinnati Bearcats,Offense,LG,1,50,Tengesdahl
Cincinnati Bearcats,Offense,C,1,53,Gerhardt
Cincinnati Bearcats,Offense,RG,1,77,Tyo
Cincinnati Bearcats,Offense,RT,1,56,Buford
Cincinnati Bearcats,Offense,TE,1,11,Royer
Cincinnati Bearcats,Offense,QB,1,2,Sorsby
Cincinnati Bearcats,Offense,RB,1,6,Pryor
Cincinnati Bearcats,Defense,LDE,1,4,Coleman
Cincinnati Bearcats,Defense,NT,1,2,Corleone
Cincinnati Bearcats,Defense,RDE,1,90,Hunt
Cincinnati Bearcats,Defense,WLB,1,31,Coleman
Cincinnati Bearcats,Defense,MLB,1,49,Dingle
Cincinnati Bearcats,Defense,SLB,1,11,Golday
Cincinnati Bearcats,Defense,FCB,1,7,Wilson
Cincinnati Bearcats,Defense,SS,1,5,Harrison
Cincinnati Bearcats,Defense,FS,1,6,Gola-Callard
Cincinnati Bearcats,Defense,BCB,1,0,McDoom
Cincinnati Bearcats,Defense,NB,1,9,Sanks
Cincinnati Bearcats,Special Teams,PT,1,31,Fletcher
Cincinnati Bearcats,Special Teams,PK,1,99,Rusnak
Cincinnati Bearcats,Special Teams,KO,1,99,Rusnak
Cincinnati Bearcats,Special Teams,LS,1,48,Stein
Cincinnati Bearcats,Special Teams,H,1,31,Fletcher
Cincinnati Bearcats,Special Teams,PR,1,29,Covey
Cincinnati Bearcats,Special Teams,KR,1,7,Wilson
Clemson Tigers,Offense,WR-X,1,1,Moore
Clemson Tigers,Offense,WR-Z,1,3,Smith
Clemson Tigers,Offense,WR-SL,1,0,Williams
Clemson Tigers,Offense,LT,1,71,Leigh
Clemson Tigers,Offense,LG,1,50,Sadler
Clemson Tigers,Offense,C,1,53,Linthicum
Clemson Tigers,Offense,RG,1,55,Sewell
Clemson Tigers,Offense,RT,1,78,Miller
Clemson Tigers,Offense,TE,1,11,Patt-Henry
Clemson Tigers,Offense,QB,1,2,Klubnik
Clemson Tigers,Offense,RB,1,8,Randall
Clemson Tigers,Defense,LDE,1,3,Parker
Clemson Tigers,Defense,LDT,1,11,Woods
Clemson Tigers,Defense,RDT,1,90,Green
Clemson Tigers,Defense,RDE,1,13,Heldt
Clemson Tigers,Defense,WLB,1,17,Woodaz
Clemson Tigers,Defense,MLB,1,47,Brown
Clemson Tigers,Defense,LCB,1,8,Terrell
Clemson Tigers,Defense,SS,1,6,Jones
Clemson Tigers,Defense,FS,1,7,Barnes
Clemson Tigers,Defense,RCB,1,23,Hampton
Clemson Tigers,Defense,NB,1,25,Kelley
Clemson Tigers,Special Teams,PT,1,89,Smith
Clemson Tigers,Special Teams,PK,1,81,Hauser
Clemson Tigers,Special Teams,KO,1,38,Gunn III
Clemson Tigers,Special Teams,LS,1,58,Caspersen
Clemson Tigers,Special Teams,H,1,88,Swinney
Clemson Tigers,Special Teams,PR,1,0,Williams
Clemson Tigers,Special Teams,KR,1,8,Randall
Coastal Carolina Chanticleers,Offense,WR-X,1,17,Wright
Coastal Carolina Chanticleers,Offense,WR-Z,1,2,Gillie
Coastal Carolina Chanticleers,Offense,WR-SL,1,1,Washington
Coastal Carolina Chanticleers,Offense,LT,1,62,Del Grande
Coastal Carolina Chanticleers,Offense,LG,1,51,Edwards
Coastal Carolina Chanticleers,Offense,C,1,57,Elam
Coastal Carolina Chanticleers,Offense,RG,1,61,Tate
Coastal Carolina Chanticleers,Offense,RT,1,68,Hanson
Coastal Carolina Chanticleers,Offense,TE,1,11,Johnson
Coastal Carolina Chanticleers,Offense,QB,1,10,Collier
Coastal Carolina Chanticleers,Offense,RB,1,5,Simpkins
Coastal Carolina Chanticleers,Defense,LDE,1,42,Arinze
Coastal Carolina Chanticleers,Defense,NT,1,99,Goram-Welch
Coastal Carolina Chanticleers,Defense,RDE,1,18,Campbell
Coastal Carolina Chanticleers,Defense,WLB,1,55,Brown
Coastal Carolina Chanticleers,Defense,MLB,1,1,Bruce
Coastal Carolina Chanticleers,Defense,SLB,1,30,Lunan
Coastal Carolina Chanticleers,Defense,LCB,1,8,Mooyoung
Coastal Carolina Chanticleers,Defense,ROVER,1,9,Jones
Coastal Carolina Chanticleers,Defense,SS,1,6,Gordon
Coastal Carolina Chanticleers,Defense,FS,1,14,Woods
Coastal Carolina Chanticleers,Defense,RCB,1,2,Wayne
Coastal Carolina Chanticleers,Special Teams,PT,1,29,Sebafundi
Coastal Carolina Chanticleers,Special Teams,PK,1,91,Afrookhteh
Coastal Carolina Chanticleers,Special Teams,KO,1,41,Laforge
Coastal Carolina Chanticleers,Special Teams,LS,1,43,Merchant
Coastal Carolina Chanticleers,Special Teams,H,1,29,Sebafundi
Coastal Carolina Chanticleers,Special Teams,PR,1,4,Graves
Coastal Carolina Chanticleers,Special Teams,KR,1,2,Gillie
Colorado Buffaloes,Offense,WR-X,1,4,Miller
Colorado Buffaloes,Offense,WR-Z,1,9,Brown
Colorado Buffaloes,Offense,WR-SL,1,8,Williams
Colorado Buffaloes,Offense,LT,1,77,Seaton
Colorado Buffaloes,Offense,LG,1,59,Attia
Colorado Buffaloes,Offense,C,1,58,McGill
Colorado Buffaloes,Offense,RG,1,72,Crisler
Colorado Buffaloes,Offense,RT,1,52,Roye Jr.
Colorado Buffaloes,Offense,TE,1,85,Atkins
Colorado Buffaloes,Offense,QB,1,10,Lewis
Colorado Buffaloes,Offense,RB,1,29,Welch
Colorado Buffaloes,Defense,LDE,1,27,Wade
Colorado Buffaloes,Defense,NT,1,92,Barnes Jr.
Colorado Buffaloes,Defense,DT,1,91,Davis-Swain
Colorado Buffaloes,Defense,RDE,1,53,Walker
Colorado Buffaloes,Defense,WLB,1,40,Myers
Colorado Buffaloes,Defense,MLB,1,42,Brown
Colorado Buffaloes,Defense,LCB,1,8,McKinney
Colorado Buffaloes,Defense,SS,1,9,Byard
Colorado Buffaloes,Defense,FS,1,23,Stoutmire
Colorado Buffaloes,Defense,RCB,1,29,Yates
Colorado Buffaloes,Defense,NB,1,4,Hodge
Colorado Buffaloes,Special Teams,PT,1,35,Greaves
Colorado Buffaloes,Special Teams,PK,1,16,Mata
Colorado Buffaloes,Special Teams,KO,1,43,Buchanan
Colorado Buffaloes,Special Teams,LS,1,39,Hawkins
Colorado Buffaloes,Special Teams,H,1,35,Greaves
Colorado Buffaloes,Special Teams,PR,1,14,Farrakhan Jr.
Colorado Buffaloes,Special Teams,KR,1,15,Gibson
Colorado State Rams,Offense,WR-X,1,6,Lanier
Colorado State Rams,Offense,WR-Z,1,8,Brown
Colorado State Rams,Offense,WR-SL,1,10,Maher
Colorado State Rams,Offense,LT,1,72,Martin
Colorado State Rams,Offense,LG,1,79,Urionabarrenechea
Colorado State Rams,Offense,C,1,65,Ocon
Colorado State Rams,Offense,RG,1,54,Wortmann
Colorado State Rams,Offense,RT,1,78,Karas
Colorado State Rams,Offense,TE,1,81,Beers
Colorado State Rams,Offense,QB,1,7,Brousseau
Colorado State Rams,Offense,RB,1,25,Avant
Colorado State Rams,Defense,DE,1,56,Agurs
Colorado State Rams,Defense,NT,1,49,Tafia
Colorado State Rams,Defense,DT,1,77,Moran
Colorado State Rams,Defense,JACK,1,52,Tangelo
Colorado State Rams,Defense,WLB,1,40,Long
Colorado State Rams,Defense,MLB,1,23,Mitchell
Colorado State Rams,Defense,LCB,1,4,Rogers
Colorado State Rams,Defense,SS,1,13,Jarmolowich
Colorado State Rams,Defense,FS,1,12,Bellah
Colorado State Rams,Defense,RCB,1,7,Joe
Colorado State Rams,Defense,NB,1,2,Phelps
Colorado State Rams,Special Teams,PT,1,83,Hansen
Colorado State Rams,Special Teams,PK,1,98,Hankins
Colorado State Rams,Special Teams,KO,1,98,Hankins
Colorado State Rams,Special Teams,LS,1,56,Himebauch
Colorado State Rams,Special Teams,H,1,83,Hansen
Colorado State Rams,Special Teams,PR,1,24,Kinnard
Colorado State Rams,Special Teams,KR,1,25,Avant
Connecticut Huskies,Offense,WR-X,1,5,Porter
Connecticut Huskies,Offense,WR-Z,1,1,Bell
Connecticut Huskies,Offense,WR-SL,1,6,Murphy
Connecticut Huskies,Offense,LT,1,77,Murawski
Connecticut Huskies,Offense,LG,1,58,Juergens
Connecticut Huskies,Offense,C,1,73,Hoeh
Connecticut Huskies,Offense,RG,1,69,Chan
Connecticut Huskies,Offense,RT,1,78,Casady
Connecticut Huskies,Offense,TE,1,86,Honig
Connecticut Huskies,Offense,QB,1,2,Fagnano
Connecticut Huskies,Offense,RB,1,0,Edwards
Connecticut Huskies,Defense,LDE,1,1,Smiley
Connecticut Huskies,Defense,NT,1,55,Carroll-Jackson
Connecticut Huskies,Defense,RDE,1,92,Wright
Connecticut Huskies,Defense,WLB,1,32,Diomande
Connecticut Huskies,Defense,MLB,1,6,Parham
Connecticut Huskies,Defense,SLB,1,11,Branch
Connecticut Huskies,Defense,LCB,1,13,Chadwick
Connecticut Huskies,Defense,SS,1,7,McLean
Connecticut Huskies,Defense,FS,1,21,Molette III
Connecticut Huskies,Defense,RCB,1,2,Pringle
Connecticut Huskies,Defense,NB,1,3,Brinson
Connecticut Huskies,Special Teams,PT,1,17,Stutz
Connecticut Huskies,Special Teams,PK,1,28,Freeman
Connecticut Huskies,Special Teams,KO,1,28,Freeman
Connecticut Huskies,Special Teams,LS,1,47,Christinat
Connecticut Huskies,Special Teams,H,1,17,Stutz
Connecticut Huskies,Special Teams,PR,1,19,Harper
Connecticut Huskies,Special Teams,KR,1,15,Smith
Delaware Fightin' Blue Hens,Offense,WR-X,1,19,Duplessis
Delaware Fightin' Blue Hens,Offense,WR-Z,1,18,Wilson
Delaware Fightin' Blue Hens,Offense,WR-SL,1,15,Thaw
Delaware Fightin' Blue Hens,Offense,LT,1,70,O'neal
Delaware Fightin' Blue Hens,Offense,LG,1,54,Brose
Delaware Fightin' Blue Hens,Offense,C,1,61,Demboski
Delaware Fightin' Blue Hens,Offense,RG,1,62,Caccese
Delaware Fightin' Blue Hens,Offense,RT,1,75,Rosahac
Delaware Fightin' Blue Hens,Offense,TE,1,88,Sessoms
Delaware Fightin' Blue Hens,Offense,QB,1,4,Minicucci
Delaware Fightin' Blue Hens,Offense,RB,1,27,Silver
Delaware Fightin' Blue Hens,Defense,LDE,1,93,Hall
Delaware Fightin' Blue Hens,Defense,NT,1,9,Hunter
Delaware Fightin' Blue Hens,Defense,RDE,1,13,Matthews
Delaware Fightin' Blue Hens,Defense,OLB,1,10,Matthews
Delaware Fightin' Blue Hens,Defense,WLB,1,32,Mulumba
Delaware Fightin' Blue Hens,Defense,MLB,1,35,Moul
Delaware Fightin' Blue Hens,Defense,LCB,1,1,Evans
Delaware Fightin' Blue Hens,Defense,SS,1,14,Ali
Delaware Fightin' Blue Hens,Defense,FS,1,7,Seay
Delaware Fightin' Blue Hens,Defense,RCB,1,6,Cox Jr.
Delaware Fightin' Blue Hens,Defense,NB,1,2,Pollard
Delaware Fightin' Blue Hens,Special Teams,PT,1,99,Lach
Delaware Fightin' Blue Hens,Special Teams,PK,1,91,Reed
Delaware Fightin' Blue Hens,Special Teams,KO,1,91,Reed
Delaware Fightin' Blue Hens,Special Teams,LS,1,57,Vitko
Delaware Fightin' Blue Hens,Special Teams,H,1,99,Lach
Delaware Fightin' Blue Hens,Special Teams,PR,1,19,Duplessis
Delaware Fightin' Blue Hens,Special Teams,KR,1,2,Pollard
Duke Blue Devils,Offense,WR-X,1,2,Hagans
Duke Blue Devils,Offense,WR-Z,1,18,Barkate
Duke Blue Devils,Offense,WR-SL,1,7,Brown
Duke Blue Devils,Offense,LT,1,75,Fina
Duke Blue Devils,Offense,LG,1,64,Larsen
Duke Blue Devils,Offense,C,1,72,Craycraft
Duke Blue Devils,Offense,RG,1,77,Pickett
Duke Blue Devils,Offense,RT,1,53,Parker II
Duke Blue Devils,Offense,TE,1,85,Hasley
Duke Blue Devils,Offense,QB,1,10,Mensah
Duke Blue Devils,Offense,RB,1,20,Sheppard
Duke Blue Devils,Defense,DE,1,97,Williams
Duke Blue Devils,Defense,NT,1,99,Hall
Duke Blue Devils,Defense,DT,1,4,Green
Duke Blue Devils,Defense,VYPER,1,7,Anthony Jr.
Duke Blue Devils,Defense,WLB,1,12,Freeman
Duke Blue Devils,Defense,MLB,1,34,Mergott
Duke Blue Devils,Defense,STAR,1,2,Francois
Duke Blue Devils,Defense,LCB,1,5,Robinson
Duke Blue Devils,Defense,SS,1,8,Stone
Duke Blue Devils,Defense,FS,1,3,Weaver
Duke Blue Devils,Defense,RCB,1,0,Rivers
Duke Blue Devils,Special Teams,PT,1,41,Reynoldson
Duke Blue Devils,Special Teams,PK,1,29,Pelino
Duke Blue Devils,Special Teams,KO,1,29,Pelino
Duke Blue Devils,Special Teams,LS,1,57,Cooper
Duke Blue Devils,Special Teams,H,1,41,Reynoldson
Duke Blue Devils,Special Teams,PR,1,7,Brown
Duke Blue Devils,Special Teams,KR,1,5,Jones
East Carolina Pirates,Offense,WR-X,1,9,Smith
East Carolina Pirates,Offense,WR-Z,1,1,Smith
East Carolina Pirates,Offense,WR-SL,1,10,Spalding
East Carolina Pirates,Offense,LT,1,62,McCrimon
East Carolina Pirates,Offense,LG,1,53,Askew
East Carolina Pirates,Offense,C,1,55,Bell
East Carolina Pirates,Offense,RG,1,69,Poku
East Carolina Pirates,Offense,RT,1,77,Trnavsky
East Carolina Pirates,Offense,TE,1,6,Riles
East Carolina Pirates,Offense,QB,1,4,Houser
East Carolina Pirates,Offense,RB,1,7,Montgomery
East Carolina Pirates,Defense,DE,1,8,Robinson
East Carolina Pirates,Defense,NT,1,54,Wilson
East Carolina Pirates,Defense,DT,1,9,Lampley
East Carolina Pirates,Defense,RUSH,1,5,Craig
East Carolina Pirates,Defense,WLB,1,7,Dankah
East Carolina Pirates,Defense,MLB,1,10,Wilson
East Carolina Pirates,Defense,LCB,1,12,Graves
East Carolina Pirates,Defense,SS,1,2,Riddle
East Carolina Pirates,Defense,FS,1,3,Wilk
East Carolina Pirates,Defense,RCB,1,24,Brown
East Carolina Pirates,Defense,NB,1,22,Jean
East Carolina Pirates,Special Teams,PT,1,37,Leavy
East Carolina Pirates,Special Teams,PK,1,30,Mazzie
East Carolina Pirates,Special Teams,KO,1,93,Scott
East Carolina Pirates,Special Teams,LS,1,85,O'Brien
East Carolina Pirates,Special Teams,H,1,37,Leavy
East Carolina Pirates,Special Teams,PR,1,24,Pearson
East Carolina Pirates,Special Teams,KR,1,7,Montgomery
Eastern Michigan Eagles,Offense,WR-X,1,81,Devereaux
Eastern Michigan Eagles,Offense,WR-Z,1,9,Rooks
Eastern Michigan Eagles,Offense,WR-H,1,17,Prosper
Eastern Michigan Eagles,Offense,LT,1,79,Small
Eastern Michigan Eagles,Offense,LG,1,50,Snively
Eastern Michigan Eagles,Offense,OC,1,65,Gallegos
Eastern Michigan Eagles,Offense,RG,1,63,Rewolinski
Eastern Michigan Eagles,Offense,RT,1,66,Anderson
Eastern Michigan Eagles,Offense,TE-Y,1,87,Long
Eastern Michigan Eagles,Offense,QB,1,1,Kim
Eastern Michigan Eagles,Offense,RB,1,28,McMillan
Eastern Michigan Eagles,Defense,DE,1,33,Evans
Eastern Michigan Eagles,Defense,NT,1,98,Green
Eastern Michigan Eagles,Defense,DT,1,5,Martin
Eastern Michigan Eagles,Defense,EDGE,1,56,Miles
Eastern Michigan Eagles,Defense,WLB,1,3,Manning
Eastern Michigan Eagles,Defense,MLB,1,42,Marshall
Eastern Michigan Eagles,Defense,LCB,1,1,Scott
Eastern Michigan Eagles,Defense,SS,1,6,Llewellyn
Eastern Michigan Eagles,Defense,FS,1,13,Marshall
Eastern Michigan Eagles,Defense,RCB,1,22,Deener
Eastern Michigan Eagles,Defense,NB,1,29,Rogers
Eastern Michigan Eagles,Special Teams,PT,1,30,Tomasek
Eastern Michigan Eagles,Special Teams,PK,1,46,Kessinger
Eastern Michigan Eagles,Special Teams,KO,1,37,Dibert
Eastern Michigan Eagles,Special Teams,LS,1,51,Dietzel
Eastern Michigan Eagles,Special Teams,H,1,30,Tomasek
Eastern Michigan Eagles,Special Teams,PR,1,9,Rooks
Eastern Michigan Eagles,Special Teams,KR,1,8,Norman
Florida Gators,Offense,WR-X,1,11,Mizell
Florida Gators,Offense,WR-Z,1,9,Sturdivant
Florida Gators,Offense,WR-Y,1,8,Brown III
Florida Gators,Offense,LT,1,58,Barber
Florida Gators,Offense,LG,1,77,Harris
Florida Gators,Offense,C,1,66,Slaughter
Florida Gators,Offense,RG,1,70,George Jr.
Florida Gators,Offense,RT,1,63,Jones
Florida Gators,Offense,TE,1,89,Hansen
Florida Gators,Offense,QB,1,2,Lagway
Florida Gators,Offense,RB,1,13,Baugh
Florida Gators,Defense,DE,1,94,Sapp
Florida Gators,Defense,NT,1,93,Boireau
Florida Gators,Defense,DT,1,90,Bett
Florida Gators,Defense,JACK,1,34,Gumbs Jr.
Florida Gators,Defense,WLB,1,5,Graham
Florida Gators,Defense,MLB,1,29,Robinson
Florida Gators,Defense,LCB,1,25,McClain
Florida Gators,Defense,SS,1,18,Thornton
Florida Gators,Defense,FS,1,14,Castell
Florida Gators,Defense,RCB,1,28,Moore
Florida Gators,Defense,NB,1,0,Denson
Florida Gators,Special Teams,PT,1,19,Doman
Florida Gators,Special Teams,PK,1,29,Smack
Florida Gators,Special Teams,KO,1,29,Smack
Florida Gators,Special Teams,LS,1,42,Underwood
Florida Gators,Special Teams,H,1,19,Doman
Florida Gators,Special Teams,PR,1,8,Brown III
Florida Gators,Special Teams,KR,1,8,Brown III
Florida Atlantic Owls,Offense,WR-X,1,9,Henry
Florida Atlantic Owls,Offense,WR-Z,1,3,Platt
Florida Atlantic Owls,Offense,WR-Y,1,8,Messer
Florida Atlantic Owls,Offense,LT,1,57,Nonar
Florida Atlantic Owls,Offense,LG,1,66,Jean
Florida Atlantic Owls,Offense,C,1,53,Fiacable
Florida Atlantic Owls,Offense,RG,1,62,King
Florida Atlantic Owls,Offense,RT,1,78,Richardson
Florida Atlantic Owls,Offense,TE,1,89,Kirch
Florida Atlantic Owls,Offense,QB,1,10,Veltkamp
Florida Atlantic Owls,Offense,RB,1,23,Sands
Florida Atlantic Owls,Defense,DE,1,5,Batiste
Florida Atlantic Owls,Defense,NT,1,1,Doggette Jr.
Florida Atlantic Owls,Defense,DT,1,9,Barber
Florida Atlantic Owls,Defense,RUSH,1,10,Brantley Jr.
Florida Atlantic Owls,Defense,WLB,1,6,Hart Jr.
Florida Atlantic Owls,Defense,MLB,1,44,Stolsky
Florida Atlantic Owls,Defense,LCB,1,32,McGhee
Florida Atlantic Owls,Defense,SS,1,20,Keys Jr.
Florida Atlantic Owls,Defense,FS,1,4,Williams
Florida Atlantic Owls,Defense,RCB,1,27,Reid
Florida Atlantic Owls,Defense,NB,1,8,Tooley III
Florida Atlantic Owls,Special Teams,PT,1,19,Lupo
Florida Atlantic Owls,Special Teams,PK,1,37,Smith
Florida Atlantic Owls,Special Teams,KO,1,42,Nelms
Florida Atlantic Owls,Special Teams,LS,1,43,Lee
Florida Atlantic Owls,Special Teams,H,1,19,Lupo
Florida Atlantic Owls,Special Teams,PR,1,8,Messer
Florida Atlantic Owls,Special Teams,KR,1,3,Platt
Florida International Panthers,Offense,WR-X,1,4,Perry
Florida International Panthers,Offense,WR-Z,1,7,McNeal
Florida International Panthers,Offense,WR-SL,1,84,Anderson
Florida International Panthers,Offense,LT,1,78,Davis
Florida International Panthers,Offense,LG,1,59,Buchanon
Florida International Panthers,Offense,C,1,65,Pierce
Florida International Panthers,Offense,RG,1,71,Tripp Jr.
Florida International Panthers,Offense,RT,1,55,Michel
Florida International Panthers,Offense,LTE,1,88,Verdugo
Florida International Panthers,Offense,RTE,1,0,Payne
Florida International Panthers,Offense,QB,1,1,Jenkins
Florida International Panthers,Offense,RB,1,5,Owens
Florida International Panthers,Defense,LDE,1,25,Simmons
Florida International Panthers,Defense,NT,1,95,Hill
Florida International Panthers,Defense,DT,1,19,Agunloye
Florida International Panthers,Defense,RDE,1,44,Davis
Florida International Panthers,Defense,WLB,1,0,Chaney Jr.
Florida International Panthers,Defense,MLB,1,35,Taylor
Florida International Panthers,Defense,LCB,1,4,Evans III
